,Unnamed: 0,annual_mean_p,annual_mean_slope,annual_mean,annual_var_p,annual_var_slope,annual_var,annual_cov_p,annual_cov_slope,annual_cov,annual_freq_p,annual_freq_slope,annual_freq,num_domain_stations
0,0,5.071498776487715e-13,1.5319090909090938,942.3325727561664,4.163294813119833e-06,-0.2840553078336967,171.6708124637966,3.441691376337985e-14,-0.0008194305235448606,0.20287014508602802,3.621952895382919e-07,0.14285714285714285,113.85654507334853,25.0
2,2,2.975715537978374e-05,-2.8999999999999573,1492.3115465683552,9.324486227590967e-08,-1.4833643776822782,379.1858612128193,0.8725969049369189,-3.640942824970073e-05,0.32332069416366443,5.915568428438435e-07,-0.22857142857142854,137.82723068847105,16.0
3,3,0.0,2.4052631578947152,920.61858494955,2.6771879602094373e-08,0.11002979007592728,166.81783579292187,0.0,-0.00026351756187125943,0.18245294119315966,0.0,0.06666666666666668,92.18673160212221,529.0
4,4,0.0,1.7740842490842492,1114.387616964268,0.0,0.3682157727520737,172.82305910480895,0.5728462123274219,-1.4804129086126632e-05,0.15592812214215274,0.0,0.08,113.65823896704151,254.0
5,5,0.0,0.8699999999999932,479.5479471273871,0.574311966151128,0.009974659163613177,111.90202947283849,0.0,-0.00041051550924716063,0.2371631463796027,2.220446049250313e-16,0.047619047619047616,62.506762892224515,318.0
6,6,3.107327948281835e-06,-0.4500000000000206,983.0623376929668,0.06174082356045396,-0.05414276360534132,193.93469576679905,0.9234085533294992,-3.659170444544494e-06,0.22371990184545884,0.0005437974576787408,-0.03125,104.12525252270515,157.0
7,7,0.0,1.121428571428526,1325.1630107804726,0.0,0.6728482969718871,239.24471166219226,0.0,0.0005367424768997441,0.1827743858374409,7.792385312566097e-07,0.0,94.43360653256408,519.0
8,8,4.440892098500626e-16,0.7676470588235335,795.9655208932146,0.0,1.1026369184405396,192.22541289999882,0.0,0.0014768375175972727,0.24580818075347785,4.5854431363068215e-12,-0.03125,60.58068960421596,364.0
9,9,3.722600006028641e-11,-0.3384615384615345,418.5361542113033,0.0,-0.25168600123834445,134.5081268896682,7.016296235340391e-05,0.00017906351865687862,0.3219739479219769,0.0,-0.05882352941176471,49.065972760511826,360.0
