,annual_mean_p,annual_mean_slope,annual_mean,annual_var_p,annual_var_slope,annual_var,annual_cov_p,annual_cov_slope,annual_cov,annual_freq_p,annual_freq_slope,annual_freq,num_domain_stations
1,0.0,2.858064516129029,1082.653237972355,0.0,0.454996535001817,166.89282551881035,0.5393769106240325,1.0542069241411038e-05,0.15437194258882808,0.0,0.08333333333333333,115.22136953705532,157.0
2,0.17814140484323548,0.33023255813953595,1166.4924729906595,0.0,0.8746799078386644,197.382430389908,0.0,0.0007049943774875293,0.16990281601218726,0.0016656423544307852,0.0,93.57226215646094,156.0
3,0.5964734782674668,0.5181818181817603,1370.417269043325,0.0050870494911383615,-0.08021619376869613,265.65334130614525,1.3093981454659342e-09,-0.00017368322982581666,0.19440225457191065,0.0,-0.08823529411764706,89.82470230373876,96.0
4,0.07465620885393576,1.9323529411764453,1472.0325920038777,0.0,-2.1157703389328084,273.9952410215983,0.0,-0.001630480668696634,0.1865864149860048,0.04368929761372775,0.10256410256410256,104.72575685397429,7.0
5,0.0,1.804444444444434,831.8829674844558,0.005340276808107225,-0.053479993404895634,133.66342113356785,0.0,-0.0003786305590359649,0.16279621035811934,0.0,0.1,98.6614143263092,155.0
6,0.0,2.200000000000045,873.5360539747406,0.0,0.05929226529376307,178.74531301822518,0.0,-0.00042883222835457747,0.20701395040293752,0.0,0.09090909090909093,81.21420193433345,351.0
7,0.0,1.5260869565217399,1194.1568375942065,0.0,0.816343188760394,193.21818901154393,0.0,0.00046938384427871983,0.16234985042404218,0.9417369909314296,0.0,106.1744303232957,123.0
8,0.0,1.8652173913043812,1273.8539801251711,0.0,0.16811385636003634,250.4620243894175,0.0,-0.0002242041951368997,0.19872452253994932,3.286117267187194e-07,0.0,85.38488848151975,204.0
9,0.0,1.023809523809525,454.8877462018599,0.0,0.2234253829610986,105.52984538042848,0.6535897700366953,-2.962632375310025e-05,0.23663764541702506,0.0,0.0625,60.48457161897337,186.0
10,4.133507189862939e-07,0.5500000000000007,510.2834478412584,0.4034151936250647,-0.04473730488137357,131.93703981985234,0.0,-0.0004206171830688908,0.2491003173011761,0.005512372517043618,0.0,52.577309110461734,169.0
11,6.0565808051027395e-06,0.9423076923077012,824.7797561355239,0.0,0.3481190964678276,210.76281833715495,0.0,2.5358730365658733e-05,0.25841197175623043,0.005367081352415593,0.0,59.10180833721138,133.0
12,0.4659736086972308,-0.10332244008713967,380.45612355212313,0.4112618144996527,0.009207288150349768,82.82840812571436,0.44564620563212176,-3.9031198238083575e-05,0.22515118754901092,0.05043228694697377,-0.03225806451612903,72.2942476775352,43.0
13,2.9628810516157955e-10,0.5076923076923051,354.8403635815968,0.0,-0.10029149205902924,89.26094777132789,0.0,-0.0005937383028218612,0.25708383800333623,0.00012504374187183312,0.04166666666666666,56.09502038673118,104.0
14,0.11058234381136713,0.1740993788819875,260.14130051380914,0.0,0.18132916617344413,96.248362774663,0.0,0.0003918310170059781,0.3980222177049518,0.5444379105220527,0.0,30.76023593334359,58.0
15,0.3467764547846879,0.0680851063829797,330.05015727179614,0.0,0.3209531404776871,79.97435799095659,0.0,0.0009531740897694332,0.25897383602556256,0.3315531969585932,0.0,58.561785890454885,92.0
16,0.03308216876608338,-0.7314285714285623,1450.558126898659,0.0,1.123247549854679,256.9058688962803,0.0,0.0009851974482271537,0.18323243155331687,0.059565640360710985,-0.03571428571428571,135.41494931926587,72.0
17,0.573307020954287,-0.14791666666666772,576.7155832522617,0.0,0.6580186071903872,208.22555028789256,0.0,0.0014028399073300352,0.3856392056661717,0.9078635801242764,0.0,44.007027105785504,102.0
18,1.4007172819407998e-06,1.1969223484848457,353.3661971830987,9.769962616701378e-13,-0.2119810744436854,75.44100805333422,0.0,-0.0017151375433677525,0.25270675280962684,6.410296815140271e-06,0.2043135435992579,79.26408450704227,4.0
19,0.003758671334375796,0.3623310810810805,414.1972959073061,0.0,-0.2511647559074276,93.52759429279392,0.0,-0.0008559304222782142,0.2315516312390721,0.018332858215607484,0.038461538461538464,81.12669566281821,15.0
20,0.1602875322666082,0.2046296296295867,1317.6516815074147,2.8397492801701677e-08,-0.1971496376638496,288.18138700343724,0.0036066367731728563,-1.3940537290288168e-05,0.26180405496431924,0.16169209518933106,0.0,119.14705760826232,32.0
